,Prompt,combined,Skor Label
189,memiliki kreativitas dalam merancang aktivitas pembelajaran yang menarik dan relevan dengan kehidupan sehari-hari,jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : magelang interest : kimia bahasa : indonesia dan inggris kriteria : memiliki pemahaman yang mendalam terhadap materi yang diajarkan,4.0
190,memiliki kemampuan komunikasi yang baik untuk menjelaskan konsep-konsep yang kompleks dengan cara yang mudah dipahami,jenis kelamin : laki-laki provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : matematika bahasa : indonesia kriteria : fleksibel dan responsif terhadap kebutuhan individual serta gaya belajar siswa,3.0
191,memiliki pemahaman yang mendalam terhadap materi yang diajarkan,jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : fisika bahasa : inggris kriteria : mendorong siswa untuk mencapai potensi maksimal mereka melalui dorongan positif dan motivasi yang berkelanjutan,3.0
192,telaten dalam memberikan bimbingan individual kepada siswa yang membutuhkan,jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : magelang interest : biologi bahasa : indonesia dan inggris kriteria : memiliki kemampuan komunikasi yang baik untuk menjelaskan konsep-konsep yang kompleks dengan cara yang mudah dipahami,3.0
193,telaten dalam memberikan umpan balik konstruktif untuk memperbaiki pemahaman siswa,"jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : kimia bahasa : indonesia kriteria : berpengalaman dalam mengajar dengan pendekatan yang interaktif , memperhatikan kemajuan siswa secara personal , dan mendukung perkembangan mereka secara holistik",4.0
194,telaten dalam memberikan umpan balik konstruktif untuk memperbaiki pemahaman siswa,jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : solo interest : matematika bahasa : indonesia dan inggris kriteria : menyediakan bimbingan yang terstruktur serta memberikan dorongan positif untuk meningkatkan kepercayaan diri siswa,5.0
195,memiliki keseimbangan antara kecerdasan emosional dan keahlian teknis dalam memberikan dukungan kepada siswa,jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : magelang interest : fisika bahasa : indonesia kriteria : komunikatif dan responsif terhadap pertanyaan serta kebutuhan individu siswa,4.0
196,"berpengalaman dalam mengajar dengan pendekatan yang interaktif , memperhatikan kemajuan siswa secara personal , dan mendukung perkembangan mereka secara holistik",jenis kelamin : laki-laki provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : biologi bahasa : inggris kriteria : memiliki kreativitas dalam merancang aktivitas pembelajaran yang menarik dan relevan dengan kehidupan sehari-hari,4.0
197,"kesehatan jasmani dan rohani yang baik , kesabaran , pengalaman dalam membimbing peserta yang berhasil dalam ujian snbt , serta memiliki kemampuan komunikasi yang baik",jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : kimia bahasa : indonesia kriteria : telaten dalam memberikan bimbingan individual kepada siswa yang membutuhkan,4.0
198,"kemampuan menjelaskan yang mudah dipahami , menguasai materi , disiplin , berpengalaman dalam mengajar , dan memiliki kesabaran",jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : magelang interest : matematika bahasa : inggris kriteria : memiliki kecerdasan emosional yang tinggi dan mampu memberikan dukungan emosional kepada siswa,4.0
199,mampu menciptakan suasana belajar yang kondusif dan menyenangkan bagi siswa,"jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : fisika bahasa : indonesia dan inggris kriteria : menginspirasi siswa untuk belajar , memberikan penjelasan yang menarik dan relevan dengan kehidupan sehari-hari",4.0
200,"mampu menggunakan berbagai media pembelajaran , seperti buku teks , video , dan audio",jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : solo interest : biologi bahasa : inggris kriteria : fleksibel dalam menyusun strategi pembelajaran yang sesuai dengan kebutuhan dan gaya belajar siswa,4.0
201,"berpengalaman dalam memberikan penjelasan yang jelas , interaktif , dan mendukung kemajuan siswa",jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : magelang interest : kimia bahasa : indonesia kriteria : telaten dalam memberikan umpan balik konstruktif untuk memperbaiki pemahaman siswa,4.0
202,energetik dan dinamis dalam menyampaikan materi agar menarik perhatian siswa,jenis kelamin : laki-laki provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : matematika dan fisika bahasa : indonesia dan inggris kriteria : memiliki keseimbangan antara kecerdasan emosional dan keahlian teknis dalam memberikan dukungan kepada siswa,4.0
203,"berpengalaman dalam mengajar dengan pendekatan yang interaktif , memperhatikan kemajuan siswa secara personal , dan mendukung perkembangan mereka secara holistik","jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : biologi bahasa : inggris kriteria : mampu menciptakan lingkungan belajar yang aman , inklusif , dan mendukung kolaborasi antar siswa",4.0
204,menyediakan bimbingan yang terstruktur serta memberikan dorongan positif untuk meningkatkan kepercayaan diri siswa,jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : magelang interest : kimia bahasa : indonesia kriteria : komunikatif dan responsif terhadap pertanyaan serta kebutuhan individu siswa,4.0
205,komunikatif dan responsif terhadap pertanyaan serta kebutuhan individu siswa,jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : fisika bahasa : indonesia dan inggris kriteria : memiliki kreativitas dalam merancang aktivitas pembelajaran yang menarik dan relevan dengan kehidupan sehari-hari,4.0
206,memiliki pemahaman mendalam serta keahlian yang kuat dalam materi yang diajarkan,jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : solo interest : biologi bahasa : inggris kriteria : telaten dalam memberikan bimbingan individual kepada siswa yang membutuhkan,4.0
207,berpengalaman dalam mengajar dengan pendekatan yang interaktif dan mendukung kemajuan siswa secara personal,jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : magelang interest : kimia bahasa : indonesia kriteria : memiliki integritas tinggi dan menjaga standar etika serta profesionalisme dalam lingkungan pembelajaran,4.0
208,"komunikatif , memiliki pemahaman mendalam terhadap materi , sabar , telaten , dan mampu menginspirasi siswa",jenis kelamin : laki-laki provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : matematika dan fisika bahasa : indonesia dan inggris kriteria : memiliki pemahaman mendalam serta keahlian yang kuat dalam materi yang diajarkan,4.0
209,memiliki pengalaman mengajar di luar negeri,jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : biologi bahasa : indonesia kriteria : memiliki kecerdasan emosional yang tinggi dan mampu memberikan dukungan emosional kepada siswa,3.0
210,"komunikatif , memiliki pemahaman mendalam terhadap materi , sabar , telaten , dan mampu menginspirasi siswa","jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : matematika bahasa : indonesia dan inggris kriteria : berpengalaman dalam memberikan penjelasan yang jelas , interaktif , dan mendukung kemajuan siswa",5.0
211,berpengalaman dalam mengajar dengan pendekatan yang interaktif dan mendukung kemajuan siswa secara personal,jenis kelamin : laki-laki provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : fisika bahasa : indonesia kriteria : memiliki kemampuan komunikasi yang baik dan sabar dalam membantu siswa,4.0
212,fleksibel dan responsif terhadap kebutuhan individual serta gaya belajar siswa,"jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : magelang interest : kimia bahasa : indonesia dan inggris kriteria : mampu mengajar dengan metode yang kreatif dan inovatif , serta selalu mengikuti perkembangan kurikulum terbaru",4.0
213,fleksibel dalam menyusun strategi pembelajaran yang sesuai dengan kebutuhan dan gaya belajar siswa,jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : biologi bahasa : indonesia dan inggris kriteria : memiliki passion dalam mengajar dan selalu bersemangat untuk membantu siswa belajar,4.0
214,fleksibel dan responsif terhadap kebutuhan individual serta gaya belajar siswa,jenis kelamin : laki-laki provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : matematika bahasa : indonesia kriteria : berpengalaman dalam mengajar siswa dari berbagai tingkatan kemampuan dan latar belakang,4.0
215,mendorong siswa untuk mencapai potensi maksimal mereka melalui dorongan positif dan motivasi yang berkelanjutan,jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : magelang interest : fisika bahasa : indonesia dan inggris kriteria : memiliki penguasaan materi yang mendalam dan mampu menjelaskan konsep-konsep yang kompleks dengan cara yang mudah dipahami,3.0
216,memiliki integritas tinggi dalam menjaga standar etika serta profesionalisme dalam lingkungan pembelajaran,jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : solo interest : kimia bahasa : indonesia dan inggris kriteria : mampu menciptakan suasana belajar yang kondusif dan menyenangkan bagi siswa,4.0
217,"mampu menciptakan lingkungan belajar yang aman , inklusif , dan mendukung kolaborasi antar siswa",jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : biologi bahasa : indonesia kriteria : selalu up-to-date dengan perkembangan teknologi dan menggunakan teknologi dalam proses belajar mengajar,4.0
218,memiliki komitmen yang tinggi terhadap profesi guru dan selalu berusaha untuk meningkatkan kualitas diri,jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : magelang interest : matematika bahasa : indonesia dan inggris kriteria : mampu menjalin komunikasi yang baik dengan orang tua siswa dan memberikan dukungan belajar yang maksimal,4.0
219,"mampu mengajar dengan metode yang kreatif dan inovatif , serta selalu mengikuti perkembangan kurikulum terbaru",jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : solo interest : matematika bahasa : indonesia dan inggris kriteria : memiliki komitmen yang tinggi terhadap profesi guru dan selalu berusaha untuk meningkatkan kualitas diri,4.0
220,fleksibel dalam menyampaikan materi sesuai dengan gaya belajar siswa,jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : fisika bahasa : indonesia dan inggris kriteria : memiliki pengalaman mengajar di luar negeri,3.0
221,"mampu menciptakan lingkungan belajar yang aman , inklusif , dan mendorong kolaborasi antar siswa",jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : magelang interest : kimia bahasa : indonesia dan inggris kriteria : memiliki sertifikasi mengajar internasional,3.0
222,memiliki kecerdasan emosional yang tinggi dan mampu memberikan dukungan emosional kepada siswa,"jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : biologi bahasa : indonesia kriteria : mampu mengajar dengan berbagai metode pembelajaran , seperti ceramah , diskusi , presentasi , dan praktikum",4.0
223,memiliki kreativitas dalam merancang aktivitas pembelajaran yang menarik dan relevan dengan kehidupan sehari-hari,"jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : matematika bahasa : indonesia dan inggris kriteria : mampu menggunakan berbagai media pembelajaran , seperti buku teks , video , dan audio",4.0
224,mampu memotivasi siswa untuk belajar dan mencapai potensi terbaik mereka,jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : magelang interest : fisika bahasa : indonesia kriteria : mampu menilai dan mengevaluasi pembelajaran siswa dengan baik,4.0
225,mampu memberikan umpan balik yang konstruktif kepada siswa,jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : kimia bahasa : indonesia kriteria : mampu memberikan umpan balik yang konstruktif kepada siswa,5.0
226,mampu menjalin komunikasi yang baik dengan orang tua siswa dan memberikan dukungan belajar yang maksimal,jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : biologi bahasa : indonesia kriteria : mampu memotivasi siswa untuk belajar dan mencapai potensi terbaik mereka,4.0
227,energetik dan dinamis dalam menyampaikan materi agar menarik perhatian siswa,jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : magelang interest : matematika bahasa : indonesia kriteria : mampu membangun hubungan yang baik dengan siswa dan menciptakan lingkungan belajar yang positif,4.0
228,menyediakan umpan balik konstruktif untuk membantu siswa memperbaiki pemahaman mereka,"jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : solo interest : matematika bahasa : indonesia dan inggris kriteria : berpengalaman dalam memberikan penjelasan yang jelas , interaktif , dan mendukung kemajuan siswa",4.0
229,"energetik , kreatif , dan selalu memberikan dorongan positif kepada siswa dalam proses pembelajaran",jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : fisika bahasa : indonesia kriteria : memiliki kemampuan komunikasi yang baik dan sabar dalam membantu siswa,4.0
230,fleksibel dalam menyampaikan materi sesuai dengan gaya belajar siswa,"jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : kimia bahasa : indonesia kriteria : berpengalaman dalam memberikan penjelasan yang jelas , interaktif , dan mendukung kemajuan siswa",4.0
231,"fleksibel dalam metode pengajaran , adaptif terhadap kebutuhan siswa , serta memberikan dukungan ekstra saat diperlukan",jenis kelamin : laki-laki provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : biologi bahasa : inggris kriteria : memiliki kemampuan komunikasi yang baik dan sabar dalam membantu siswa,4.0
232,"mampu mengajar dengan berbagai metode pembelajaran , seperti ceramah , diskusi , presentasi , dan praktikum","jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : magelang interest : matematika bahasa : indonesia kriteria : mampu mengajar dengan metode yang kreatif dan inovatif , serta selalu mengikuti perkembangan kurikulum terbaru",4.0
233,memiliki passion dalam mengajar dan selalu bersemangat untuk membantu siswa belajar,jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : fisika bahasa : indonesia dan inggris kriteria : memiliki passion dalam mengajar dan selalu bersemangat untuk membantu siswa belajar,5.0
234,komunikatif dan responsif terhadap pertanyaan serta kebutuhan individu siswa,jenis kelamin : laki-laki provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : kimia bahasa : indonesia kriteria : berpengalaman dalam mengajar siswa dari berbagai tingkatan kemampuan dan latar belakang,4.0
235,"energetik , kreatif , dan selalu memberikan dorongan positif kepada siswa dalam proses pembelajaran",jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : magelang interest : biologi bahasa : indonesia dan inggris kriteria : memiliki penguasaan materi yang mendalam dan mampu menjelaskan konsep-konsep yang kompleks dengan cara yang mudah dipahami,4.0
236,"ahli dalam materi yang diajarkan , mampu menjelaskan dengan sederhana , sopan , tegas , dan memiliki kemampuan komunikasi yang baik",jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : solo interest : matematika bahasa : indonesia dan inggris kriteria : mampu menciptakan suasana belajar yang kondusif dan menyenangkan bagi siswa,3.0
237,memiliki komitmen yang tinggi terhadap profesi guru dan selalu berusaha untuk meningkatkan kualitas diri,jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : matematika bahasa : indonesia dan inggris kriteria : selalu up-to-date dengan perkembangan teknologi dan menggunakan teknologi dalam proses belajar mengajar,4.0
238,memiliki sertifikasi mengajar internasional,jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : magelang interest : fisika bahasa : indonesia dan inggris kriteria : mampu menjalin komunikasi yang baik dengan orang tua siswa dan memberikan dukungan belajar yang maksimal,3.0
239,telaten dan responsif terhadap pertanyaan serta kebutuhan individu siswa,jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : solo interest : kimia bahasa : indonesia dan inggris kriteria : memiliki komitmen yang tinggi terhadap profesi guru dan selalu berusaha untuk meningkatkan kualitas diri,3.0
240,"mampu menggunakan berbagai media pembelajaran , seperti buku teks , video , dan audio",jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : biologi bahasa : indonesia dan inggris kriteria : memiliki pengalaman mengajar di luar negeri,3.0
241,memiliki kemampuan komunikasi yang baik dan sabar dalam membantu siswa,jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : magelang interest : matematika bahasa : indonesia kriteria : memiliki sertifikasi mengajar internasional,3.0
242,"energetik , kreatif , dan selalu memberikan dorongan positif kepada siswa dalam proses pembelajaran","jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : fisika bahasa : indonesia kriteria : mampu mengajar dengan berbagai metode pembelajaran , seperti ceramah , diskusi , presentasi , dan praktikum",4.0
243,"mampu mengajar dengan metode yang kreatif dan inovatif , serta selalu mengikuti perkembangan kurikulum terbaru","jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : kimia bahasa : indonesia dan inggris kriteria : mampu menggunakan berbagai media pembelajaran , seperti buku teks , video , dan audio",4.0
244,saya membutuhkan mentor untuk belajar data science di jakarta dengan pendekatan praktis,jenis kelamin : laki-laki provinsi : dki jakarta kabupaten/kota : jakarta pusat interest : data science bahasa : indonesia kriteria : berpengalaman mengajar data science selama 5 tahun dengan fokus pada proyek praktis .,4.5
245,ingin belajar machine learning di bandung dengan mentor yang interaktif dan berpengalaman,"jenis kelamin : perempuan provinsi : jawa barat kabupaten/kota : bandung interest : machine learning bahasa : inggris kriteria : mengajar machine learning dengan metode interaktif , berpengalaman selama 6 tahun .",4.0
246,mencari tutor untuk belajar pemrograman web di surabaya yang dapat mengajar dengan studi kasus,"jenis kelamin : laki-laki provinsi : jawa timur kabupaten/kota : surabaya interest : web development bahasa : indonesia kriteria : mengajar pemrograman web dengan studi kasus , berpengalaman mengajar selama 4 tahun .",4.2
247,butuh mentor untuk belajar digital marketing di yogyakarta yang praktis dan langsung ke praktek,"jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : digital marketing bahasa : indonesia kriteria : mengajar digital marketing dengan pendekatan praktis , pengalaman 5 tahun di industri .",4.7
248,mencari tutor untuk belajar data analysis di medan dengan metode visual dan interaktif,"jenis kelamin : laki-laki provinsi : sumatera utara kabupaten/kota : medan interest : data analysis bahasa : inggris kriteria : mengajar data analysis dengan metode visual , pengalaman 7 tahun di berbagai proyek .",4.6
249,saya ingin belajar seo dengan tutor yang berpengalaman di semarang,"jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : semarang interest : seo bahasa : indonesia kriteria : mengajar seo untuk bisnis online , berpengalaman 4 tahun , fokus pada strategi praktis .",2.5
250,mencari tutor untuk belajar public speaking di makassar yang ramah dan berpengalaman,"jenis kelamin : laki-laki provinsi : sulawesi selatan kabupaten/kota : makassar interest : public speaking bahasa : indonesia kriteria : berpengalaman mengajar public speaking selama 5 tahun , fokus pada teknik presentasi .",3.0
251,ingin belajar seni digital dengan tutor di denpasar yang kreatif dan inspiratif,"jenis kelamin : perempuan provinsi : bali kabupaten/kota : denpasar interest : digital art bahasa : indonesia kriteria : mengajar seni digital dengan pengalaman 3 tahun , menggunakan alat digital modern .",3.5
252,butuh mentor untuk belajar cloud computing di balikpapan dengan pendekatan proyek,"jenis kelamin : laki-laki provinsi : kalimantan timur kabupaten/kota : balikpapan interest : cloud computing bahasa : inggris kriteria : mengajar cloud computing dengan fokus pada proyek praktis , pengalaman 6 tahun .",4.3
253,saya ingin belajar fotografi di palembang dengan tutor yang praktis dan ramah,"jenis kelamin : perempuan provinsi : sumatera selatan kabupaten/kota : palembang interest : photography bahasa : indonesia kriteria : mengajar fotografi dengan pengalaman 4 tahun , fokus pada teknik fotografi dasar .",3.2
254,mencari tutor untuk belajar ekonomi di banjarmasin yang bisa mengajar dengan kasus nyata,"jenis kelamin : laki-laki provinsi : kalimantan selatan kabupaten/kota : banjarmasin interest : economics bahasa : indonesia kriteria : mengajar ekonomi dengan pendekatan kasus nyata , pengalaman 5 tahun di bidangnya .",3.8
255,ingin belajar graphic design dengan tutor yang berpengalaman di malang,"jenis kelamin : perempuan provinsi : jawa timur kabupaten/kota : malang interest : graphic design bahasa : indonesia kriteria : mengajar graphic design dengan fokus pada aplikasi praktis , pengalaman 4 tahun .",3.6
256,butuh mentor untuk belajar artificial intelligence di depok dengan pendekatan praktis,"jenis kelamin : laki-laki provinsi : jawa barat kabupaten/kota : depok interest : artificial intelligence bahasa : indonesia kriteria : berpengalaman mengajar ai selama 8 tahun , fokus pada proyek praktis dan real-world applications .",4.9
257,mencari tutor untuk belajar deep learning di bekasi yang bisa mengajar dengan studi kasus,"jenis kelamin : perempuan provinsi : jawa barat kabupaten/kota : bekasi interest : deep learning bahasa : inggris kriteria : mengajar deep learning dengan metode studi kasus , berpengalaman 5 tahun di industri .",4.8
258,saya ingin belajar computer vision di solo dengan tutor yang berpengalaman,"jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : surakarta interest : computer vision bahasa : indonesia kriteria : mengajar computer vision dengan pengalaman 6 tahun , menggunakan proyek praktis .",4.4
259,mencari tutor untuk belajar ux/ui design di tangerang yang kreatif dan inovatif,"jenis kelamin : perempuan provinsi : banten kabupaten/kota : tangerang interest : ux/ui design bahasa : indonesia kriteria : mengajar ux/ui design dengan fokus pada kreativitas dan inovasi , pengalaman 3 tahun .",3.0
260,butuh mentor untuk belajar cybersecurity di batam yang praktis dan berpengalaman,"jenis kelamin : laki-laki provinsi : kepulauan riau kabupaten/kota : batam interest : cybersecurity bahasa : inggris kriteria : berpengalaman mengajar cybersecurity selama 7 tahun , fokus pada aplikasi praktis .",4.7
261,ingin belajar big data dengan tutor di bandar lampung yang interaktif dan aplikatif,"jenis kelamin : perempuan provinsi : lampung kabupaten/kota : bandar lampung interest : big data bahasa : indonesia kriteria : mengajar big data dengan pengalaman 6 tahun , fokus pada aplikasi praktis dan interaktif .",4.9
262,mencari tutor untuk belajar game development di ambon yang kreatif dan inovatif,"jenis kelamin : laki-laki provinsi : maluku kabupaten/kota : ambon interest : game development bahasa : indonesia kriteria : mengajar game development dengan fokus pada kreativitas , pengalaman 4 tahun .",3.5
263,butuh mentor untuk belajar blockchain di padang dengan tutor yang bisa mengajar secara praktis,"jenis kelamin : perempuan provinsi : sumatera barat kabupaten/kota : padang interest : blockchain bahasa : indonesia kriteria : mengajar blockchain dengan fokus pada aplikasi praktis , berpengalaman 4 tahun di proyek .",4.5
264,saya mencari mentor untuk mengembangkan bisnis kuliner di jakarta dengan pendekatan praktis,jenis kelamin : laki-laki provinsi : dki jakarta kabupaten/kota : jakarta pusat interest : bisnis kuliner bahasa : indonesia kriteria : berpengalaman mengembangkan bisnis kuliner selama 10 tahun dengan fokus pada manajemen operasional dan strategi pemasaran .,4.5
265,ingin belajar strategi pemasaran digital untuk startup teknologi di bandung dengan mentor yang berpengalaman,"jenis kelamin : perempuan provinsi : jawa barat kabupaten/kota : bandung interest : pemasaran digital bahasa : inggris kriteria : mengajar strategi pemasaran digital dengan pendekatan interaktif , berpengalaman selama 8 tahun di industri teknologi .",4.0
266,mencari mentor untuk mengembangkan usaha fashion di surabaya yang dapat mengajar dengan studi kasus,"jenis kelamin : laki-laki provinsi : jawa timur kabupaten/kota : surabaya interest : bisnis fashion bahasa : indonesia kriteria : mengajar bisnis fashion dengan studi kasus nyata , berpengalaman mengelola merek fashion selama 6 tahun .",4.2
267,butuh mentor untuk mengembangkan bisnis pariwisata di yogyakarta yang praktis dan langsung ke praktek,"jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : bisnis pariwisata bahasa : indonesia kriteria : mengajar bisnis pariwisata dengan pendekatan praktis , pengalaman 7 tahun mengelola destinasi wisata .",4.7
268,mencari mentor untuk mengembangkan usaha agribisnis di medan dengan metode visual dan interaktif,"jenis kelamin : laki-laki provinsi : sumatera utara kabupaten/kota : medan interest : agribisnis bahasa : inggris kriteria : mengajar agribisnis dengan metode visual dan interaktif , pengalaman 10 tahun di berbagai proyek agribisnis .",4.6
269,saya ingin mentor yang bisa membantu mengembangkan bisnis startup teknologi di semarang,"jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : semarang interest : startup teknologi bahasa : indonesia kriteria : mengajar pengembangan startup teknologi , berpengalaman 5 tahun dengan fokus pada inovasi dan pengembangan produk .",2.5
270,mencari mentor untuk belajar mengelola bisnis retail di makassar yang ramah dan berpengalaman,"jenis kelamin : laki-laki provinsi : sulawesi selatan kabupaten/kota : makassar interest : bisnis retail bahasa : indonesia kriteria : berpengalaman mengelola bisnis retail selama 8 tahun , fokus pada manajemen inventaris dan pelayanan pelanggan .",3.0
271,ingin belajar mengembangkan bisnis seni kriya dengan mentor di denpasar yang kreatif dan inspiratif,"jenis kelamin : perempuan provinsi : bali kabupaten/kota : denpasar interest : bisnis seni kriya bahasa : indonesia kriteria : mengajar bisnis seni kriya dengan pengalaman 5 tahun , fokus pada pemasaran kreatif dan manajemen bisnis seni .",3.5
272,butuh mentor untuk mengembangkan usaha e-commerce di balikpapan dengan pendekatan proyek,"jenis kelamin : laki-laki provinsi : kalimantan timur kabupaten/kota : balikpapan interest : e-commerce bahasa : inggris kriteria : mengajar e-commerce dengan fokus pada proyek praktis , pengalaman 7 tahun dalam mengelola platform e-commerce .",4.3
273,saya ingin belajar mengelola bisnis properti di palembang dengan tutor yang praktis dan ramah,"jenis kelamin : perempuan provinsi : sumatera selatan kabupaten/kota : palembang interest : bisnis properti bahasa : indonesia kriteria : mengajar bisnis properti dengan pengalaman 6 tahun , fokus pada pengelolaan properti dan pemasaran .",3.2
274,mencari mentor untuk belajar strategi ekspor impor di banjarmasin yang bisa mengajar dengan kasus nyata,"jenis kelamin : laki-laki provinsi : kalimantan selatan kabupaten/kota : banjarmasin interest : ekspor impor bahasa : indonesia kriteria : mengajar strategi ekspor impor dengan pendekatan kasus nyata , pengalaman 9 tahun di bidang perdagangan internasional .",3.8
275,ingin belajar mengembangkan bisnis startup dengan mentor yang berpengalaman di malang,"jenis kelamin : perempuan provinsi : jawa timur kabupaten/kota : malang interest : startup bahasa : indonesia kriteria : mengajar pengembangan startup dengan fokus pada strategi bisnis , pengalaman 6 tahun .",3.6
276,butuh mentor untuk belajar social entrepreneurship di depok dengan pendekatan praktis,"jenis kelamin : laki-laki provinsi : jawa barat kabupaten/kota : depok interest : social entrepreneurship bahasa : indonesia kriteria : berpengalaman mengajar social entrepreneurship selama 8 tahun , fokus pada proyek sosial dan keberlanjutan .",4.9
277,mencari mentor untuk belajar manajemen proyek di bekasi yang bisa mengajar dengan studi kasus,"jenis kelamin : perempuan provinsi : jawa barat kabupaten/kota : bekasi interest : manajemen proyek bahasa : inggris kriteria : mengajar manajemen proyek dengan metode studi kasus , berpengalaman 7 tahun di industri proyek .",4.8
278,saya ingin belajar manajemen sumber daya manusia di solo dengan tutor yang berpengalaman,"jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : surakarta interest : manajemen sdm bahasa : indonesia kriteria : mengajar manajemen sdm dengan pengalaman 10 tahun , fokus pada pengembangan karyawan dan budaya perusahaan .",4.4
279,mencari mentor untuk belajar strategi bisnis di tangerang yang kreatif dan inovatif,"jenis kelamin : perempuan provinsi : banten kabupaten/kota : tangerang interest : strategi bisnis bahasa : indonesia kriteria : mengajar strategi bisnis dengan fokus pada kreativitas dan inovasi , pengalaman 6 tahun di berbagai sektor .",4.1
280,ingin belajar strategi bisnis digital di batam dengan tutor yang praktis dan aplikatif,"jenis kelamin : laki-laki provinsi : kepulauan riau kabupaten/kota : batam interest : bisnis digital bahasa : inggris kriteria : berpengalaman mengajar bisnis digital selama 7 tahun , fokus pada aplikasi praktis .",4.7
281,ingin belajar big data dengan mentor di bandar lampung yang interaktif dan aplikatif,"jenis kelamin : perempuan provinsi : lampung kabupaten/kota : bandar lampung interest : big data bahasa : indonesia kriteria : mengajar big data dengan pengalaman 6 tahun , fokus pada aplikasi praktis dan interaktif .",4.9
282,mencari mentor untuk belajar game development di ambon yang kreatif dan inovatif,"jenis kelamin : laki-laki provinsi : maluku kabupaten/kota : ambon interest : game development bahasa : indonesia kriteria : mengajar game development dengan fokus pada kreativitas , pengalaman 4 tahun .",3.5
